21:50:48.761 > DEBUG (start_flash) -> Memoria flash iniciada correctamente.
21:50:48.761 > DEBUG (start_flash) -> Memoria flash_QSPI inicializada correctamente.
21:51:04.642 > DEBUG (obtain_Vbd) -> Ejecutandose
21:51:04.646 > DEBUG (obtain_Vbd) -> logaritmo calculado
21:51:04.646 > DEBUG (obtain_Vbd) -> Vbd obtenido: 2.451389
21:51:04.646 > DEBUG (polarization_settling) → Channel 1
21:51:23.121 > DEBUG (obtain_Vbd) -> Ejecutandose
21:51:23.121 > DEBUG (obtain_Vbd) -> logaritmo calculado
21:51:23.121 > DEBUG (obtain_Vbd) -> Vbd obtenido: 2.462725
21:51:23.121 > DEBUG (polarization_settling) → Channel 2
21:51:56.496 > -------------------- DATOS OBTENIDOS --------------------
21:51:56.496 > ------------------ -------------------
21:51:56.496 > i, Voltage, VCorriente, T, (V*12)-3.8-Ra*(VCorr-firstCurr1)/Rb, (VCorr-firstCurr1)/Rb
21:51:56.496 > 1,2.3175073,0.6331124,0.00,23.4722729,0.0000266997
21:51:56.500 > 2,2.3187892,0.6331718,0.00,23.4873276,0.0000267591
21:51:56.502 > 3,2.3196115,0.6332508,0.00,23.4969425,0.0000268382
21:51:56.503 > 4,2.3202589,0.6334005,0.00,23.5044193,0.0000269879
21:51:56.507 > 5,2.3210154,0.6336367,0.00,23.5130920,0.0000272241
21:51:56.509 > 6,2.3215845,0.6338135,0.00,23.5196190,0.0000274009
21:51:56.510 > 7,2.3223403,0.6338261,0.00,23.5285168,0.0000274135
21:51:56.515 > 8,2.3227744,0.6339431,0.00,23.5335140,0.0000275304
21:51:56.517 > 9,2.3235536,0.6341657,0.00,23.5424690,0.0000277531
21:51:56.519 > 10,2.3241005,0.6342326,0.00,23.5488491,0.0000278199
21:51:56.522 > 11,2.3247287,0.6343758,0.00,23.5561066,0.0000279631
21:51:56.522 > 12,2.3253703,0.6344964,0.00,23.5635471,0.0000280837
21:51:56.522 > 13,2.3259411,0.6346330,0.00,23.5701351,0.0000282204
21:51:56.531 > 14,2.3266580,0.6349164,0.00,23.5782909,0.0000285038
21:51:56.533 > 15,2.3272595,0.6350914,0.00,23.5851994,0.0000286787
21:51:56.536 > 16,2.3278451,0.6351835,0.00,23.5920105,0.0000287709
21:51:56.538 > 17,2.3284914,0.6352560,0.00,23.5995560,0.0000288433
21:51:56.539 > 18,2.3291001,0.6354726,0.00,23.6065044,0.0000290599
21:51:56.539 > 19,2.3297052,0.6355942,0.00,23.6135139,0.0000291815
21:51:56.547 > 20,2.3303213,0.6357420,0.00,23.6206245,0.0000293294
21:51:56.549 > 21,2.3310201,0.6359408,0.00,23.6286564,0.0000295281
21:51:56.551 > 22,2.3314574,0.6361344,0.00,23.6336098,0.0000297217
21:51:56.554 > 23,2.3322942,0.6362237,0.00,23.6433849,0.0000298111
21:51:56.556 > 24,2.3326900,0.6363136,0.00,23.6479568,0.0000299009
21:51:56.560 > 25,2.3333826,0.6366270,0.00,23.6557961,0.0000302143
21:51:56.562 > 26,2.3340235,0.6368257,0.00,23.6631451,0.0000304131
21:51:56.565 > 27,2.3347287,0.6368182,0.00,23.6714706,0.0000304056
21:51:56.568 > 28,2.3352640,0.6369974,0.00,23.6775932,0.0000305848
21:51:56.570 > 29,2.3358850,0.6372841,0.00,23.6846161,0.0000308715
21:51:56.573 > 30,2.3364463,0.6373594,0.00,23.6911564,0.0000309468
21:51:56.573 > 31,2.3371353,0.6376106,0.00,23.6990166,0.0000311980
21:51:56.573 > 32,2.3376877,0.6376793,0.00,23.7054615,0.0000312667
21:51:56.581 > 33,2.3383126,0.6379839,0.00,23.7125092,0.0000315712
21:51:56.583 > 34,2.3388808,0.6381452,0.00,23.7190399,0.0000317326
21:51:56.586 > 35,2.3395426,0.6384165,0.00,23.7265606,0.0000320038
21:51:56.588 > 36,2.3401411,0.6385143,0.00,23.7335148,0.0000321016
21:51:56.591 > 37,2.3407986,0.6386766,0.00,23.7411003,0.0000322639
21:51:56.594 > 38,2.3413904,0.6389866,0.00,23.7477512,0.0000325740
21:51:56.597 > 39,2.3420568,0.6391761,0.00,23.7554111,0.0000327634
21:51:56.599 > 40,2.3425565,0.6392649,0.00,23.7612114,0.0000328523
21:51:56.602 > 41,2.3431251,0.6394207,0.00,23.7677536,0.0000330081
21:51:56.606 > 42,2.3438687,0.6396850,0.00,23.7762451,0.0000332723
21:51:56.608 > 43,2.3444366,0.6400204,0.00,23.7825909,0.0000336077
21:51:56.610 > 44,2.3450806,0.6402514,0.00,23.7899418,0.0000338387
21:51:56.613 > 45,2.3456547,0.6403739,0.00,23.7965832,0.0000339613
21:51:56.615 > 46,2.3463881,0.6406069,0.00,23.8049870,0.0000341942
21:51:56.618 > 47,2.3469329,0.6408539,0.00,23.8111515,0.0000344412
21:51:56.621 > 48,2.3474672,0.6409474,0.00,23.8173561,0.0000345348
21:51:56.623 > 49,2.3481579,0.6411981,0.00,23.8252373,0.0000347855
21:51:56.626 > 50,2.3488314,0.6413408,0.00,23.8330307,0.0000349281
21:51:56.628 > 51,2.3493896,0.6416308,0.00,23.8393078,0.0000352181
21:51:56.630 > 52,2.3499591,0.6417416,0.00,23.8459072,0.0000353290
21:51:56.633 > 53,2.3506477,0.6421088,0.00,23.8536415,0.0000356962
21:51:56.636 > 54,2.3513167,0.6423511,0.00,23.8612785,0.0000359384
21:51:56.637 > 55,2.3518138,0.6426233,0.00,23.8668537,0.0000362107
21:51:56.641 > 56,2.3524222,0.6428656,0.00,23.8737755,0.0000364529
21:51:56.643 > 57,2.3530715,0.6431547,0.00,23.8811264,0.0000367420
21:51:56.646 > 58,2.3536282,0.6433441,0.00,23.8874931,0.0000369315
21:51:56.649 > 59,2.3542871,0.6436270,0.00,23.8949661,0.0000372144
21:51:56.652 > 60,2.3549345,0.6436607,0.00,23.9025650,0.0000372481
21:51:56.652 > 61,2.3555291,0.6440022,0.00,23.9092197,0.0000375896
21:51:56.652 > 62,2.3560841,0.6442192,0.00,23.9155369,0.0000378066
21:51:56.659 > 63,2.3567817,0.6445410,0.00,23.9234257,0.0000381284
21:51:56.661 > 64,2.3574309,0.6448254,0.00,23.9307842,0.0000384127
21:51:56.664 > 65,2.3579752,0.6451126,0.00,23.9369011,0.0000386999
21:51:56.666 > 66,2.3584976,0.6454616,0.00,23.9426937,0.0000390489
21:51:56.669 > 67,2.3592494,0.6457333,0.00,23.9512749,0.0000393206
21:51:56.672 > 68,2.3597722,0.6460589,0.00,23.9570980,0.0000396462
21:51:56.674 > 69,2.3603971,0.6462950,0.00,23.9642200,0.0000398824
21:51:56.677 > 70,2.3609684,0.6467178,0.00,23.9705124,0.0000403052
21:51:56.678 > 71,2.3616371,0.6468208,0.00,23.9782906,0.0000404081
21:51:56.682 > 72,2.3623087,0.6472927,0.00,23.9857140,0.0000408801
21:51:56.684 > 73,2.3627994,0.6475865,0.00,23.9911938,0.0000411738
21:51:56.686 > 74,2.3634927,0.6478025,0.00,23.9991417,0.0000413899
21:51:56.686 > 75,2.3640685,0.6482455,0.00,24.0054665,0.0000418329
21:51:56.692 > 76,2.3647056,0.6484920,0.00,24.0127201,0.0000420793
21:51:56.695 > 77,2.3652499,0.6488339,0.00,24.0187798,0.0000424213
21:51:56.697 > 78,2.3659351,0.6491613,0.00,24.0265179,0.0000427487
21:51:56.700 > 79,2.3665934,0.6493952,0.00,24.0340347,0.0000429825
21:51:56.703 > 80,2.3671706,0.6498723,0.00,24.0403404,0.0000434597
21:51:56.705 > 81,2.3677747,0.6502619,0.00,24.0470562,0.0000438492
21:51:56.708 > 82,2.3684623,0.6506244,0.00,24.0547829,0.0000442117
21:51:56.711 > 83,2.3691008,0.6509588,0.00,24.0619621,0.0000445462
21:51:56.713 > 84,2.3695428,0.6514247,0.00,24.0666866,0.0000450121
21:51:56.716 > 85,2.3701630,0.6516983,0.00,24.0737114,0.0000452856
21:51:56.718 > 86,2.3708203,0.6519888,0.00,24.0811577,0.0000455762
21:51:56.721 > 87,2.3714218,0.6524397,0.00,24.0877781,0.0000460270
21:51:56.722 > 88,2.3720279,0.6530038,0.00,24.0943317,0.0000465911
21:51:56.726 > 89,2.3725588,0.6533583,0.00,24.1002216,0.0000469456
21:51:56.728 > 90,2.3733623,0.6536890,0.00,24.1093502,0.0000472764
21:51:56.730 > 91,2.3739414,0.6540384,0.00,24.1158123,0.0000476257
21:51:56.733 > 92,2.3744845,0.6544186,0.00,24.1218185,0.0000480060
21:51:56.736 > 93,2.3752949,0.6550450,0.00,24.1307182,0.0000486323
21:51:56.738 > 94,2.3757048,0.6555220,0.00,24.1350498,0.0000491094
21:51:56.742 > 95,2.3762975,0.6558532,0.00,24.1416912,0.0000494406
21:51:56.743 > 96,2.3770139,0.6563144,0.00,24.1496563,0.0000499017
21:51:56.747 > 97,2.3775973,0.6569023,0.00,24.1559181,0.0000504897
21:51:56.748 > 98,2.3781571,0.6573504,0.00,24.1620502,0.0000509378
21:51:56.751 > 99,2.3788264,0.6577873,0.00,24.1694832,0.0000513747
