18:41:19.861 > DEBUG (start_flash) -> Memoria flash iniciada correctamente.
18:41:19.861 > DEBUG (start_flash) -> Memoria flash_QSPI inicializada correctamente.
18:41:35.753 > DEBUG (obtain_Vbd) -> Ejecutandose
18:41:35.756 > DEBUG (obtain_Vbd) -> logaritmo calculado
18:41:35.757 > DEBUG (obtain_Vbd) -> Vbd obtenido: 2.431886
18:41:35.757 > DEBUG (polarization_settling) → Channel 1
18:41:54.269 > DEBUG (obtain_Vbd) -> Ejecutandose
18:41:54.274 > DEBUG (obtain_Vbd) -> logaritmo calculado
18:41:54.274 > DEBUG (obtain_Vbd) -> Vbd obtenido: 2.432340
18:41:54.277 > DEBUG (polarization_settling) → Channel 2
18:42:26.358 > -------------------- DATOS OBTENIDOS --------------------
18:42:26.358 > ------------------ -------------------
18:42:26.359 > i, Voltage, VCorriente, T, (V*12)-3.8-Ra*(VCorr-firstCurr1)/Rb, (VCorr-firstCurr1)/Rb
18:42:26.359 > 1,2.2971346,0.6313766,0.00,23.2332497,0.0000255328
18:42:26.361 > 2,2.2987993,0.6315974,0.00,23.2526493,0.0000257536
18:42:26.363 > 3,2.2995059,0.6316554,0.00,23.2609215,0.0000258116
18:42:26.366 > 4,2.3001528,0.6319253,0.00,23.2682648,0.0000260814
18:42:26.369 > 5,2.3007669,0.6319622,0.00,23.2754688,0.0000261184
18:42:26.371 > 6,2.3015854,0.6321965,0.00,23.2848759,0.0000263527
18:42:26.374 > 7,2.3021879,0.6321339,0.00,23.2920456,0.0000262901
18:42:26.377 > 8,2.3028438,0.6323027,0.00,23.2996025,0.0000264589
18:42:26.379 > 9,2.3034420,0.6324931,0.00,23.3064594,0.0000266492
18:42:26.382 > 10,2.3041496,0.6326606,0.00,23.3146267,0.0000268167
18:42:26.383 > 11,2.3046684,0.6327845,0.00,23.3206139,0.0000269406
18:42:26.386 > 12,2.3053439,0.6329038,0.00,23.3284531,0.0000270599
18:42:26.389 > 13,2.3059921,0.6331002,0.00,23.3358917,0.0000272564
18:42:26.392 > 14,2.3065314,0.6330385,0.00,23.3423176,0.0000271946
18:42:26.394 > 15,2.3071604,0.6332078,0.00,23.3495579,0.0000273640
18:42:26.397 > 16,2.3078430,0.6334215,0.00,23.3573818,0.0000275777
18:42:26.399 > 17,2.3083920,0.6335216,0.00,23.3637524,0.0000276778
18:42:26.402 > 18,2.3089256,0.6337420,0.00,23.3698139,0.0000278981
18:42:26.405 > 19,2.3096302,0.6339725,0.00,23.3778801,0.0000281287
18:42:26.407 > 20,2.3102419,0.6339328,0.00,23.3851357,0.0000280889
18:42:26.410 > 21,2.3108537,0.6341376,0.00,23.3921356,0.0000282938
18:42:26.412 > 22,2.3115077,0.6342289,0.00,23.3997517,0.0000283850
18:42:26.415 > 23,2.3121920,0.6345432,0.00,23.4074917,0.0000286993
18:42:26.417 > 24,2.3127344,0.6345404,0.00,23.4138889,0.0000286965
18:42:26.420 > 25,2.3133664,0.6348149,0.00,23.4210548,0.0000289711
18:42:26.423 > 26,2.3139834,0.6350198,0.00,23.4281178,0.0000291759
18:42:26.426 > 27,2.3145227,0.6350071,0.00,23.4344902,0.0000291633
18:42:26.428 > 28,2.3151803,0.6352134,0.00,23.4420280,0.0000293696
18:42:26.431 > 29,2.3159199,0.6354389,0.00,23.4505138,0.0000295951
18:42:26.433 > 30,2.3163853,0.6356204,0.00,23.4558105,0.0000297765
18:42:26.436 > 31,2.3170092,0.6358023,0.00,23.4629784,0.0000299585
18:42:26.439 > 32,2.3176522,0.6359754,0.00,23.4703789,0.0000301315
18:42:26.441 > 33,2.3181944,0.6360189,0.00,23.4767265,0.0000301750
18:42:26.445 > 34,2.3188679,0.6362588,0.00,23.4844170,0.0000304150
18:42:26.447 > 35,2.3194821,0.6364805,0.00,23.4914265,0.0000306367
18:42:26.449 > 36,2.3201206,0.6366190,0.00,23.4988117,0.0000307751
18:42:26.452 > 37,2.3207626,0.6367790,0.00,23.5062141,0.0000309351
18:42:26.455 > 38,2.3213568,0.6369731,0.00,23.5130177,0.0000311292
18:42:26.457 > 39,2.3218868,0.6371340,0.00,23.5191002,0.0000312901
18:42:26.459 > 40,2.3224909,0.6373211,0.00,23.5260277,0.0000314772
18:42:26.462 > 41,2.3232086,0.6376358,0.00,23.5341587,0.0000317920
18:42:26.464 > 42,2.3238492,0.6376957,0.00,23.5416508,0.0000318519
18:42:26.467 > 43,2.3244050,0.6377762,0.00,23.5481205,0.0000319324
18:42:26.470 > 44,2.3250954,0.6381143,0.00,23.5559082,0.0000322705
18:42:26.472 > 45,2.3256576,0.6383959,0.00,23.5622425,0.0000325521
18:42:26.476 > 46,2.3263376,0.6383622,0.00,23.5702972,0.0000325184
18:42:26.478 > 47,2.3268933,0.6386648,0.00,23.5765324,0.0000328210
18:42:26.480 > 48,2.3275220,0.6387771,0.00,23.5838280,0.0000329333
18:42:26.483 > 49,2.3281198,0.6390292,0.00,23.5906124,0.0000331854
18:42:26.485 > 50,2.3286052,0.6393819,0.00,23.5959663,0.0000335380
18:42:26.488 > 51,2.3293064,0.6394179,0.00,23.6041965,0.0000335741
18:42:26.491 > 52,2.3299541,0.6397645,0.00,23.6114750,0.0000339206
18:42:26.493 > 53,2.3305926,0.6399165,0.00,23.6188431,0.0000340727
18:42:26.496 > 54,2.3311241,0.6399601,0.00,23.6250648,0.0000341162
18:42:26.498 > 55,2.3317671,0.6402435,0.00,23.6323509,0.0000343996
18:42:26.501 > 56,2.3323789,0.6406635,0.00,23.6391239,0.0000348197
18:42:26.504 > 57,2.3330843,0.6408665,0.00,23.6472301,0.0000350227
