18:17:42.571 > DEBUG (start_flash) -> Memoria flash iniciada correctamente.
18:17:42.571 > DEBUG (start_flash) -> Memoria flash_QSPI inicializada correctamente.
18:17:58.464 > DEBUG (obtain_Vbd) -> Ejecutandose
18:17:58.467 > DEBUG (obtain_Vbd) -> logaritmo calculado
18:17:58.468 > DEBUG (obtain_Vbd) -> Vbd obtenido: 2.433889
18:17:58.469 > DEBUG (polarization_settling) → Channel 1
18:18:16.982 > DEBUG (obtain_Vbd) -> Ejecutandose
18:18:16.987 > DEBUG (obtain_Vbd) -> logaritmo calculado
18:18:16.987 > DEBUG (obtain_Vbd) -> Vbd obtenido: 2.432495
18:18:16.989 > DEBUG (polarization_settling) → Channel 2
18:18:48.576 > -------------------- DATOS OBTENIDOS --------------------
18:18:48.576 > ------------------ -------------------
18:18:48.576 > i, Voltage, VCorriente, T, (V*12)-3.8-Ra*(VCorr-firstCurr1)/Rb, (VCorr-firstCurr1)/Rb
18:18:48.576 > 1,2.2968540,0.6301619,0.00,23.2312260,0.0000243092
18:18:48.579 > 2,2.2981744,0.6303667,0.00,23.2465801,0.0000245140
18:18:48.582 > 3,2.2991047,0.6306675,0.00,23.2572346,0.0000248148
18:18:48.585 > 4,2.2996995,0.6306165,0.00,23.2643032,0.0000247638
18:18:48.587 > 5,2.3003521,0.6306642,0.00,23.2719479,0.0000248115
18:18:48.590 > 6,2.3010232,0.6308635,0.00,23.2796555,0.0000250108
18:18:48.592 > 7,2.3017974,0.6310703,0.00,23.2885666,0.0000252175
18:18:48.595 > 8,2.3023682,0.6311240,0.00,23.2952404,0.0000252713
18:18:48.597 > 9,2.3029022,0.6313055,0.00,23.3013477,0.0000254528
18:18:48.600 > 10,2.3035467,0.6314318,0.00,23.3088169,0.0000255791
18:18:48.603 > 11,2.3043270,0.6315137,0.00,23.3179321,0.0000256609
18:18:48.606 > 12,2.3048961,0.6316441,0.00,23.3245068,0.0000257914
18:18:48.608 > 13,2.3054683,0.6318771,0.00,23.3310108,0.0000260243
18:18:48.610 > 14,2.3060482,0.6320258,0.00,23.3376923,0.0000261731
18:18:48.613 > 15,2.3068523,0.6321297,0.00,23.3470650,0.0000262769
18:18:48.616 > 16,2.3073397,0.6321063,0.00,23.3528366,0.0000262536
18:18:48.619 > 17,2.3079412,0.6323149,0.00,23.3597126,0.0000264621
18:18:48.622 > 18,2.3084898,0.6323682,0.00,23.3661251,0.0000265155
18:18:48.624 > 19,2.3092659,0.6325464,0.00,23.3750896,0.0000266937
18:18:48.627 > 20,2.3097308,0.6327321,0.00,23.3803787,0.0000268794
18:18:48.630 > 21,2.3105404,0.6329061,0.00,23.3897438,0.0000270534
18:18:48.632 > 22,2.3109267,0.6330076,0.00,23.3941917,0.0000271549
18:18:48.635 > 23,2.3116858,0.6331203,0.00,23.4030247,0.0000272676
18:18:48.637 > 24,2.3122995,0.6332275,0.00,23.4101505,0.0000273747
18:18:48.640 > 25,2.3128490,0.6334239,0.00,23.4164238,0.0000275711
18:18:48.642 > 26,2.3133776,0.6336044,0.00,23.4224682,0.0000277517
18:18:48.645 > 27,2.3141911,0.6337387,0.00,23.4319210,0.0000278860
18:18:48.648 > 28,2.3148291,0.6337962,0.00,23.4393845,0.0000279435
18:18:48.650 > 29,2.3153791,0.6340553,0.00,23.4455967,0.0000282026
18:18:48.652 > 30,2.3159688,0.6342059,0.00,23.4523926,0.0000283532
18:18:48.655 > 31,2.3167398,0.6342513,0.00,23.4614391,0.0000283986
18:18:48.657 > 32,2.3173225,0.6344417,0.00,23.4681110,0.0000285890
18:18:48.660 > 33,2.3178356,0.6345708,0.00,23.4740257,0.0000287181
18:18:48.662 > 34,2.3182907,0.6348528,0.00,23.4790955,0.0000290001
18:18:48.665 > 35,2.3190784,0.6350774,0.00,23.4881496,0.0000292246
18:18:48.667 > 36,2.3196518,0.6350437,0.00,23.4949474,0.0000291910
18:18:48.670 > 37,2.3202720,0.6352757,0.00,23.5020180,0.0000294229
18:18:48.672 > 38,2.3208272,0.6356512,0.00,23.5081711,0.0000297985
18:18:48.675 > 39,2.3215547,0.6357546,0.00,23.5166397,0.0000299019
18:18:48.677 > 40,2.3221655,0.6357583,0.00,23.5238400,0.0000299056
18:18:48.680 > 41,2.3226640,0.6360287,0.00,23.5294342,0.0000301760
18:18:48.683 > 42,2.3232384,0.6362888,0.00,23.5359344,0.0000304360
18:18:48.685 > 43,2.3240275,0.6364655,0.00,23.5450573,0.0000306128
18:18:48.688 > 44,2.3245864,0.6364450,0.00,23.5516682,0.0000305923
18:18:48.690 > 45,2.3252053,0.6367911,0.00,23.5586033,0.0000309384
18:18:48.693 > 46,2.3257291,0.6370638,0.00,23.5644932,0.0000312111
18:18:48.696 > 47,2.3264303,0.6373220,0.00,23.5724907,0.0000314693
18:18:48.698 > 48,2.3270218,0.6371625,0.00,23.5796356,0.0000313098
18:18:48.701 > 49,2.3276219,0.6374866,0.00,23.5863705,0.0000316339
18:18:48.704 > 50,2.3280945,0.6378244,0.00,23.5915909,0.0000319716
18:18:48.706 > 51,2.3288934,0.6381143,0.00,23.6007061,0.0000322616
18:18:48.709 > 52,2.3295705,0.6381326,0.00,23.6086731,0.0000322798
18:18:48.711 > 53,2.3301024,0.6383206,0.00,23.6147461,0.0000324679
18:18:48.714 > 54,2.3306978,0.6386387,0.00,23.6214333,0.0000327860
18:18:48.716 > 55,2.3313255,0.6388487,0.00,23.6286182,0.0000329959
18:18:48.719 > 56,2.3318858,0.6388234,0.00,23.6352520,0.0000329707
18:18:48.721 > 57,2.3324738,0.6391757,0.00,23.6418152,0.0000333229
18:18:48.724 > 58,2.3331244,0.6394544,0.00,23.6491947,0.0000336017
18:18:48.726 > 59,2.3338943,0.6397977,0.00,23.6579113,0.0000339450
18:18:48.729 > 60,2.3344085,0.6399385,0.00,23.6638298,0.0000340858
