15:23:18.503 > DEBUG (start_flash) -> Memoria flash iniciada correctamente.
15:23:18.503 > DEBUG (start_flash) -> Memoria flash_QSPI inicializada correctamente.
15:23:34.387 > DEBUG (obtain_Vbd) -> Ejecutandose
15:23:34.391 > DEBUG (obtain_Vbd) -> logaritmo calculado
15:23:34.391 > DEBUG (obtain_Vbd) -> Vbd obtenido: 2.436505
15:23:34.392 > DEBUG (polarization_settling) → Channel 1
15:24:02.212 > DEBUG (obtain_Vbd) -> Ejecutandose
15:24:02.217 > DEBUG (obtain_Vbd) -> logaritmo calculado
15:24:02.217 > DEBUG (obtain_Vbd) -> Vbd obtenido: 2.435676
15:24:02.221 > DEBUG (polarization_settling) → Channel 2
15:24:43.644 > -------------------- DATOS OBTENIDOS --------------------
15:24:43.644 > ------------------ -------------------
15:24:43.645 > i, Voltage, VCorriente, T, (V*12)-3.8-Ra*(VCorr-firstCurr1)/Rb, (VCorr-firstCurr1)/Rb
15:24:43.645 > 1,2.3045163,0.6314533,0.00,23.3204975,0.0000253443
15:24:43.648 > 2,2.3057241,0.6315745,0.00,23.3346138,0.0000254654
15:24:43.650 > 3,2.3066225,0.6316147,0.00,23.3451653,0.0000255056
15:24:43.652 > 4,2.3072526,0.6317849,0.00,23.3524170,0.0000256758
15:24:43.655 > 5,2.3080561,0.6320390,0.00,23.3616276,0.0000259299
15:24:43.657 > 6,2.3086400,0.6320282,0.00,23.3685226,0.0000259191
15:24:43.660 > 7,2.3091838,0.6320965,0.00,23.3748646,0.0000259874
15:24:43.662 > 8,2.3099303,0.6324112,0.00,23.3833389,0.0000263022
15:24:43.665 > 9,2.3105526,0.6324440,0.00,23.3906422,0.0000263349
15:24:43.668 > 10,2.3110867,0.6326054,0.00,23.3967705,0.0000264963
15:24:43.671 > 11,2.3116891,0.6327957,0.00,23.4036751,0.0000266866
15:24:43.673 > 12,2.3123131,0.6328448,0.00,23.4109821,0.0000267357
15:24:43.675 > 13,2.3130138,0.6329749,0.00,23.4191074,0.0000268658
15:24:43.678 > 14,2.3136041,0.6331063,0.00,23.4259319,0.0000269972
15:24:43.680 > 15,2.3141849,0.6332695,0.00,23.4326096,0.0000271605
15:24:43.683 > 16,2.3148191,0.6334754,0.00,23.4398727,0.0000273663
15:24:43.686 > 17,2.3154778,0.6335773,0.00,23.4475346,0.0000274682
15:24:43.689 > 18,2.3161271,0.6336218,0.00,23.4551430,0.0000275127
15:24:43.691 > 19,2.3166280,0.6337939,0.00,23.4608688,0.0000276848
15:24:43.694 > 20,2.3172958,0.6338537,0.00,23.4686832,0.0000277447
15:24:43.696 > 21,2.3180246,0.6341859,0.00,23.4769287,0.0000280768
15:24:43.699 > 22,2.3185689,0.6343958,0.00,23.4831257,0.0000282868
15:24:43.702 > 23,2.3192379,0.6344038,0.00,23.4910088,0.0000282947
15:24:43.705 > 24,2.3197968,0.6346017,0.00,23.4973907,0.0000284926
15:24:43.708 > 25,2.3203292,0.6347878,0.00,23.5034714,0.0000286787
15:24:43.710 > 26,2.3209546,0.6349094,0.00,23.5107193,0.0000288003
15:24:43.713 > 27,2.3217523,0.6350661,0.00,23.5199623,0.0000289570
15:24:43.715 > 28,2.3222899,0.6351480,0.00,23.5262165,0.0000290389
15:24:43.718 > 29,2.3228166,0.6354192,0.00,23.5321445,0.0000293102
15:24:43.721 > 30,2.3234689,0.6355245,0.00,23.5397263,0.0000294154
15:24:43.724 > 31,2.3241191,0.6357672,0.00,23.5471382,0.0000296581
15:24:43.726 > 32,2.3246617,0.6358370,0.00,23.5534649,0.0000297279
15:24:43.729 > 33,2.3252914,0.6359852,0.00,23.5607338,0.0000298761
15:24:43.731 > 34,2.3259761,0.6361269,0.00,23.5686588,0.0000300179
15:24:43.733 > 35,2.3266029,0.6362822,0.00,23.5758896,0.0000301731
15:24:43.737 > 36,2.3271759,0.6364740,0.00,23.5824432,0.0000303649
15:24:43.739 > 37,2.3276982,0.6367607,0.00,23.5883026,0.0000306516
15:24:43.742 > 38,2.3283732,0.6368304,0.00,23.5961895,0.0000307213
15:24:43.744 > 39,2.3291538,0.6371321,0.00,23.6050777,0.0000310230
15:24:43.747 > 40,2.3296196,0.6372827,0.00,23.6104126,0.0000311736
15:24:43.750 > 41,2.3302202,0.6374478,0.00,23.6173229,0.0000313387
15:24:43.753 > 42,2.3308504,0.6378009,0.00,23.6243839,0.0000316918
15:24:43.756 > 43,2.3313799,0.6379006,0.00,23.6305237,0.0000317915
15:24:43.758 > 44,2.3321049,0.6380175,0.00,23.6389484,0.0000319085
15:24:43.761 > 45,2.3326619,0.6383126,0.00,23.6452084,0.0000322036
15:24:43.763 > 46,2.3333387,0.6383753,0.00,23.6531239,0.0000322663
15:24:43.765 > 47,2.3339102,0.6386920,0.00,23.6595306,0.0000325829
15:24:43.768 > 48,2.3344440,0.6387762,0.00,23.6657391,0.0000326671
15:24:43.771 > 49,2.3350501,0.6392037,0.00,23.6724358,0.0000330946
15:24:43.774 > 50,2.3358107,0.6393267,0.00,23.6812763,0.0000332176
15:24:43.777 > 51,2.3363719,0.6395479,0.00,23.6876621,0.0000334389
15:24:43.779 > 52,2.3370404,0.6397084,0.00,23.6953754,0.0000335993
15:24:43.782 > 53,2.3376775,0.6399277,0.00,23.7026596,0.0000338187
15:24:43.785 > 54,2.3380213,0.6402103,0.00,23.7064171,0.0000341012
15:24:43.787 > 55,2.3388195,0.6403417,0.00,23.7156925,0.0000342326
15:24:43.790 > 56,2.3393869,0.6406228,0.00,23.7220879,0.0000345137
15:24:43.792 > 57,2.3400941,0.6408244,0.00,23.7302170,0.0000347153
15:24:43.795 > 58,2.3405600,0.6410213,0.00,23.7355042,0.0000349122
15:24:43.797 > 59,2.3412635,0.6412187,0.00,23.7435932,0.0000351096
15:24:43.800 > 60,2.3419819,0.6415817,0.00,23.7516823,0.0000354726
15:24:43.803 > 61,2.3424346,0.6418006,0.00,23.7567940,0.0000356915
15:24:43.806 > 62,2.3431587,0.6421098,0.00,23.7650089,0.0000360007
15:24:43.808 > 63,2.3437097,0.6423427,0.00,23.7712593,0.0000362336
15:24:43.811 > 64,2.3443332,0.6425929,0.00,23.7783508,0.0000364838
15:24:43.813 > 65,2.3449180,0.6428174,0.00,23.7850113,0.0000367084
15:24:43.816 > 66,2.3455343,0.6430873,0.00,23.7919941,0.0000369782
15:24:43.819 > 67,2.3461719,0.6434783,0.00,23.7991028,0.0000373693
15:24:43.822 > 68,2.3468137,0.6435850,0.00,23.8065586,0.0000374759
15:24:43.824 > 69,2.3474474,0.6438553,0.00,23.8137512,0.0000377462
15:24:43.827 > 70,2.3480570,0.6441739,0.00,23.8206043,0.0000380648
15:24:43.830 > 71,2.3485274,0.6444377,0.00,23.8258743,0.0000383286
15:24:43.832 > 72,2.3492947,0.6448436,0.00,23.8344975,0.0000387346
15:24:43.836 > 73,2.3499434,0.6449699,0.00,23.8420143,0.0000388609
15:24:43.838 > 74,2.3504503,0.6454026,0.00,23.8475380,0.0000392935
15:24:43.840 > 75,2.3510430,0.6455017,0.00,23.8544216,0.0000393926
15:24:43.842 > 76,2.3516524,0.6459372,0.00,23.8611526,0.0000398281
15:24:43.845 > 77,2.3523293,0.6463984,0.00,23.8686504,0.0000402893
15:24:43.848 > 78,2.3528521,0.6465654,0.00,23.8746414,0.0000404563
15:24:43.850 > 79,2.3535738,0.6469232,0.00,23.8827763,0.0000408141
15:24:43.854 > 80,2.3542321,0.6472315,0.00,23.8902149,0.0000411224
15:24:43.856 > 81,2.3548424,0.6476454,0.00,23.8969765,0.0000415363
15:24:43.859 > 82,2.3553517,0.6478853,0.00,23.9027309,0.0000417762
15:24:43.861 > 83,2.3560719,0.6482950,0.00,23.9107952,0.0000421860
15:24:43.864 > 84,2.3566339,0.6485107,0.00,23.9171963,0.0000424016
