15:54:48.532 > DEBUG (start_flash) -> Memoria flash iniciada correctamente.
15:54:48.532 > DEBUG (start_flash) -> Memoria flash_QSPI inicializada correctamente.
15:55:04.415 > DEBUG (obtain_Vbd) -> Ejecutandose
15:55:04.418 > DEBUG (obtain_Vbd) -> logaritmo calculado
15:55:04.418 > DEBUG (obtain_Vbd) -> Vbd obtenido: 2.443590
15:55:04.418 > DEBUG (polarization_settling) → Channel 1
15:55:22.903 > DEBUG (obtain_Vbd) -> Ejecutandose
15:55:22.907 > DEBUG (obtain_Vbd) -> logaritmo calculado
15:55:22.907 > DEBUG (obtain_Vbd) -> Vbd obtenido: 2.443042
15:55:22.910 > DEBUG (polarization_settling) → Channel 2
15:55:55.203 > -------------------- DATOS OBTENIDOS --------------------
15:55:55.203 > ------------------ -------------------
15:55:55.203 > i, Voltage, VCorriente, T, (V*12)-3.8-Ra*(VCorr-firstCurr1)/Rb, (VCorr-firstCurr1)/Rb
15:55:55.203 > 1,2.3048799,0.6315309,0.00,23.3246880,0.0000254373
15:55:55.206 > 2,2.3061600,0.6317732,0.00,23.3395271,0.0000256796
15:55:55.208 > 3,2.3070557,0.6317976,0.00,23.3500652,0.0000257039
15:55:55.211 > 4,2.3076713,0.6320773,0.00,23.3570328,0.0000259836
15:55:55.214 > 5,2.3084028,0.6320918,0.00,23.3656425,0.0000259981
15:55:55.216 > 6,2.3091195,0.6321998,0.00,23.3739796,0.0000261062
15:55:55.218 > 7,2.3096905,0.6323776,0.00,23.3805294,0.0000262839
15:55:55.221 > 8,2.3102715,0.6324650,0.00,23.3872890,0.0000263714
15:55:55.224 > 9,2.3109412,0.6326007,0.00,23.3950443,0.0000265070
15:55:55.226 > 10,2.3114851,0.6327419,0.00,23.4013081,0.0000266483
15:55:55.229 > 11,2.3121195,0.6327929,0.00,23.4087372,0.0000266992
15:55:55.231 > 12,2.3127074,0.6330053,0.00,23.4154472,0.0000269116
15:55:55.234 > 13,2.3133883,0.6331928,0.00,23.4232807,0.0000270992
15:55:55.237 > 14,2.3141139,0.6332420,0.00,23.4317837,0.0000271483
15:55:55.239 > 15,2.3146050,0.6334426,0.00,23.4373646,0.0000273489
15:55:55.241 > 16,2.3152621,0.6336161,0.00,23.4449329,0.0000275225
15:55:55.244 > 17,2.3158383,0.6336877,0.00,23.4516525,0.0000275940
15:55:55.246 > 18,2.3162215,0.6338949,0.00,23.4559517,0.0000278013
15:55:55.250 > 19,2.3169796,0.6340118,0.00,23.4647713,0.0000279182
15:55:55.252 > 20,2.3177936,0.6342626,0.00,23.4741077,0.0000281689
15:55:55.254 > 21,2.3183725,0.6343224,0.00,23.4808712,0.0000282288
15:55:55.257 > 22,2.3189828,0.6344510,0.00,23.4879322,0.0000283574
15:55:55.259 > 23,2.3195269,0.6346886,0.00,23.4940987,0.0000285950
15:55:55.262 > 24,2.3202043,0.6347144,0.00,23.5020599,0.0000286207
15:55:55.264 > 25,2.3208325,0.6350179,0.00,23.5091496,0.0000289243
15:55:55.267 > 26,2.3213258,0.6350918,0.00,23.5148888,0.0000289982
15:55:55.270 > 27,2.3219910,0.6352074,0.00,23.5226135,0.0000291137
15:55:55.273 > 28,2.3226571,0.6355025,0.00,23.5301590,0.0000294089
15:55:55.275 > 29,2.3232651,0.6355830,0.00,23.5372429,0.0000294893
15:55:55.278 > 30,2.3237991,0.6356536,0.00,23.5434666,0.0000295599
15:55:55.280 > 31,2.3244634,0.6358856,0.00,23.5510559,0.0000297920
