20:39:21.621 > DEBUG (start_flash) -> Memoria flash iniciada correctamente.
20:39:21.621 > DEBUG (start_flash) -> Memoria flash_QSPI inicializada correctamente.
20:39:37.504 > DEBUG (obtain_Vbd) -> Ejecutandose
20:39:37.507 > DEBUG (obtain_Vbd) -> logaritmo calculado
20:39:37.508 > DEBUG (obtain_Vbd) -> Vbd obtenido: 2.444213
20:39:37.508 > DEBUG (polarization_settling) → Channel 1
20:39:55.985 > DEBUG (obtain_Vbd) -> Ejecutandose
20:39:55.988 > DEBUG (obtain_Vbd) -> logaritmo calculado
20:39:55.989 > DEBUG (obtain_Vbd) -> Vbd obtenido: 2.445023
20:39:55.991 > DEBUG (polarization_settling) → Channel 2
20:40:28.285 > -------------------- DATOS OBTENIDOS --------------------
20:40:28.286 > ------------------ -------------------
20:40:28.286 > i, Voltage, VCorriente, T, (V*12)-3.8-Ra*(VCorr-firstCurr1)/Rb, (VCorr-firstCurr1)/Rb
20:40:28.286 > 1,2.3082938,0.6329702,0.00,23.3636570,0.0000266647
20:40:28.289 > 2,2.3095257,0.6330118,0.00,23.3781414,0.0000267063
20:40:28.291 > 3,2.3102765,0.6332723,0.00,23.3867226,0.0000269668
20:40:28.294 > 4,2.3109782,0.6334992,0.00,23.3947582,0.0000271937
20:40:28.296 > 5,2.3116343,0.6335329,0.00,23.4024601,0.0000272273
20:40:28.299 > 6,2.3121755,0.6336788,0.00,23.4086895,0.0000273733
20:40:28.301 > 7,2.3129020,0.6338345,0.00,23.4170933,0.0000275290
20:40:28.304 > 8,2.3135765,0.6339085,0.00,23.4249706,0.0000276029
20:40:28.307 > 9,2.3142195,0.6339903,0.00,23.4324646,0.0000276847
20:40:28.309 > 10,2.3148642,0.6341302,0.00,23.4399204,0.0000278246
20:40:28.312 > 11,2.3154156,0.6343902,0.00,23.4461517,0.0000280847
20:40:28.314 > 12,2.3161271,0.6345652,0.00,23.4543591,0.0000282596
20:40:28.317 > 13,2.3166461,0.6346882,0.00,23.4603500,0.0000283827
20:40:28.320 > 14,2.3173225,0.6346905,0.00,23.4683247,0.0000283850
20:40:28.322 > 15,2.3179824,0.6349609,0.00,23.4758224,0.0000286553
20:40:28.325 > 16,2.3186252,0.6351106,0.00,23.4832458,0.0000288050
20:40:28.327 > 17,2.3191612,0.6352438,0.00,23.4894257,0.0000289383
20:40:28.329 > 18,2.3198819,0.6353430,0.00,23.4978218,0.0000290375
20:40:28.333 > 19,2.3203366,0.6355624,0.00,23.5029526,0.0000292568
20:40:28.335 > 20,2.3209424,0.6357485,0.00,23.5099030,0.0000294430
20:40:28.338 > 21,2.3216908,0.6358467,0.00,23.5186253,0.0000295412
20:40:28.341 > 22,2.3222637,0.6359487,0.00,23.5252724,0.0000296432
20:40:28.344 > 23,2.3229349,0.6360905,0.00,23.5330391,0.0000297849
20:40:28.347 > 24,2.3233891,0.6362724,0.00,23.5382042,0.0000299668
20:40:28.349 > 25,2.3241551,0.6364890,0.00,23.5470104,0.0000301834
20:40:28.352 > 26,2.3246067,0.6366223,0.00,23.5521965,0.0000303167
20:40:28.355 > 27,2.3254418,0.6368276,0.00,23.5618305,0.0000305220
20:40:28.357 > 28,2.3258717,0.6369146,0.00,23.5668087,0.0000306091
