16:19:27.029 > DEBUG (start_flash) -> Memoria flash iniciada correctamente.
16:19:27.029 > DEBUG (start_flash) -> Memoria flash_QSPI inicializada correctamente.
16:19:42.917 > DEBUG (obtain_Vbd) -> Ejecutandose
16:19:42.920 > DEBUG (obtain_Vbd) -> logaritmo calculado
16:19:42.921 > DEBUG (obtain_Vbd) -> Vbd obtenido: 2.448584
16:19:42.921 > DEBUG (polarization_settling) → Channel 1
16:20:01.430 > DEBUG (obtain_Vbd) -> Ejecutandose
16:20:01.433 > DEBUG (obtain_Vbd) -> logaritmo calculado
16:20:01.433 > DEBUG (obtain_Vbd) -> Vbd obtenido: 2.445599
16:20:01.436 > DEBUG (polarization_settling) → Channel 2
16:20:33.793 > -------------------- DATOS OBTENIDOS --------------------
16:20:33.793 > ------------------ -------------------
16:20:33.793 > i, Voltage, VCorriente, T, (V*12)-3.8-Ra*(VCorr-firstCurr1)/Rb, (VCorr-firstCurr1)/Rb
16:20:33.793 > 1,2.3057885,0.6316329,0.00,23.3353920,0.0000254471
16:20:33.796 > 2,2.3070018,0.6317021,0.00,23.3496265,0.0000255163
16:20:33.798 > 3,2.3077836,0.6318785,0.00,23.3586617,0.0000256927
16:20:33.800 > 4,2.3084831,0.6319365,0.00,23.3668499,0.0000257507
16:20:33.803 > 5,2.3090506,0.6320702,0.00,23.3734016,0.0000258845
16:20:33.805 > 6,2.3097456,0.6321465,0.00,23.3815174,0.0000259607
16:20:33.809 > 7,2.3104069,0.6321821,0.00,23.3892784,0.0000259963
16:20:33.811 > 8,2.3111217,0.6324398,0.00,23.3974380,0.0000262540
16:20:33.814 > 9,2.3117237,0.6326058,0.00,23.4043636,0.0000264200
16:20:33.816 > 10,2.3123555,0.6327283,0.00,23.4116840,0.0000265425
16:20:33.819 > 11,2.3129702,0.6328650,0.00,23.4187889,0.0000266792
16:20:33.822 > 12,2.3136115,0.6329473,0.00,23.4262657,0.0000267615
16:20:33.824 > 13,2.3141344,0.6331554,0.00,23.4322128,0.0000269696
16:20:33.827 > 14,2.3148370,0.6332952,0.00,23.4403515,0.0000271094
16:20:33.829 > 15,2.3155031,0.6333879,0.00,23.4481106,0.0000272021
16:20:33.831 > 16,2.3159361,0.6335390,0.00,23.4530582,0.0000273532
16:20:33.834 > 17,2.3165858,0.6336077,0.00,23.4606476,0.0000274219
16:20:33.837 > 18,2.3172038,0.6337906,0.00,23.4677429,0.0000276048
16:20:33.839 > 19,2.3178837,0.6339417,0.00,23.4756031,0.0000277559
16:20:33.842 > 20,2.3184974,0.6341723,0.00,23.4825974,0.0000279865
16:20:33.844 > 21,2.3191934,0.6343416,0.00,23.4906273,0.0000281558
16:20:33.847 > 22,2.3198230,0.6344964,0.00,23.4978905,0.0000283106
16:20:33.849 > 23,2.3202093,0.6345502,0.00,23.5023880,0.0000283644
16:20:33.852 > 24,2.3209713,0.6346222,0.00,23.5112991,0.0000284364
