18:35:33.480 > DEBUG (start_flash) -> Memoria flash iniciada correctamente.
18:35:33.480 > DEBUG (start_flash) -> Memoria flash_QSPI inicializada correctamente.
18:35:49.375 > DEBUG (obtain_Vbd) -> Ejecutandose
18:35:49.378 > DEBUG (obtain_Vbd) -> logaritmo calculado
18:35:49.379 > DEBUG (obtain_Vbd) -> Vbd obtenido: 2.432890
18:35:49.379 > DEBUG (polarization_settling) → Channel 1
18:36:07.876 > DEBUG (obtain_Vbd) -> Ejecutandose
18:36:07.879 > DEBUG (obtain_Vbd) -> logaritmo calculado
18:36:07.880 > DEBUG (obtain_Vbd) -> Vbd obtenido: 2.445708
18:36:07.880 > DEBUG (polarization_settling) → Channel 2
18:36:40.271 > -------------------- DATOS OBTENIDOS --------------------
18:36:40.271 > ------------------ -------------------
18:36:40.271 > i, Voltage, VCorriente, T, (V*12)-3.8-Ra*(VCorr-firstCurr1)/Rb, (VCorr-firstCurr1)/Rb
18:36:40.271 > 1,2.2945018,0.6314037,0.00,23.2022629,0.0000254734
18:36:40.274 > 2,2.2960794,0.6315109,0.00,23.2207546,0.0000255805
18:36:40.277 > 3,2.2969086,0.6316044,0.00,23.2304344,0.0000256740
18:36:40.279 > 4,2.2975700,0.6318107,0.00,23.2380180,0.0000258803
18:36:40.281 > 5,2.2981668,0.6318944,0.00,23.2449684,0.0000259640
18:36:40.284 > 6,2.2990317,0.6321180,0.00,23.2549343,0.0000261876
18:36:40.287 > 7,2.2994802,0.6321741,0.00,23.2601643,0.0000262437
18:36:40.289 > 8,2.3000841,0.6322836,0.00,23.2671719,0.0000263532
18:36:40.292 > 9,2.3007989,0.6325099,0.00,23.2753620,0.0000265796
18:36:40.295 > 10,2.3014228,0.6325371,0.00,23.2826920,0.0000266067
18:36:40.297 > 11,2.3021848,0.6327447,0.00,23.2914600,0.0000268143
18:36:40.300 > 12,2.3027010,0.6328963,0.00,23.2973862,0.0000269659
18:36:40.303 > 13,2.3033433,0.6329487,0.00,23.3049049,0.0000270183
18:36:40.305 > 14,2.3038399,0.6331156,0.00,23.3105869,0.0000271853
18:36:40.308 > 15,2.3044744,0.6333729,0.00,23.3177986,0.0000274425
18:36:40.310 > 16,2.3051202,0.6334127,0.00,23.3253746,0.0000274823
18:36:40.313 > 17,2.3058493,0.6334842,0.00,23.3338985,0.0000275539
18:36:40.316 > 18,2.3063836,0.6336325,0.00,23.3400421,0.0000277021
18:36:40.319 > 19,2.3069730,0.6338089,0.00,23.3468075,0.0000278785
18:36:40.322 > 20,2.3076193,0.6338828,0.00,23.3543510,0.0000279524
18:36:40.325 > 21,2.3082793,0.6341128,0.00,23.3618908,0.0000281824
18:36:40.327 > 22,2.3089421,0.6342335,0.00,23.3695812,0.0000283031
18:36:40.330 > 23,2.3095491,0.6344412,0.00,23.3765221,0.0000285108
18:36:40.333 > 24,2.3100138,0.6345389,0.00,23.3818989,0.0000286086
18:36:40.336 > 25,2.3105404,0.6347724,0.00,23.3878651,0.0000288420
18:36:40.338 > 26,2.3112593,0.6347668,0.00,23.3963490,0.0000288364
18:36:40.341 > 27,2.3119028,0.6349843,0.00,23.4037094,0.0000290539
18:36:40.343 > 28,2.3126006,0.6351334,0.00,23.4117813,0.0000292031
18:36:40.346 > 29,2.3132031,0.6352149,0.00,23.4188004,0.0000292845
18:36:40.349 > 30,2.3137424,0.6355722,0.00,23.4247856,0.0000296418
18:36:40.352 > 31,2.3143795,0.6356891,0.00,23.4321766,0.0000297588
18:36:40.354 > 32,2.3150072,0.6358472,0.00,23.4394131,0.0000299168
18:36:40.357 > 33,2.3155913,0.6360769,0.00,23.4460583,0.0000301465
18:36:40.360 > 34,2.3162143,0.6361396,0.00,23.4533405,0.0000302092
18:36:40.362 > 35,2.3168893,0.6362532,0.00,23.4611797,0.0000303228
18:36:40.365 > 36,2.3174889,0.6363963,0.00,23.4681015,0.0000304660
18:36:40.367 > 37,2.3180573,0.6368458,0.00,23.4743328,0.0000309154
18:36:40.369 > 38,2.3186355,0.6368739,0.00,23.4811230,0.0000309435
18:36:40.372 > 39,2.3193922,0.6371157,0.00,23.4897900,0.0000311853
18:36:40.375 > 40,2.3199203,0.6371821,0.00,23.4959488,0.0000312517
18:36:40.377 > 41,2.3204985,0.6374834,0.00,23.5024509,0.0000315530
18:36:40.380 > 42,2.3211355,0.6376382,0.00,23.5098019,0.0000317078
18:36:40.383 > 43,2.3217309,0.6378796,0.00,23.5165691,0.0000319492
18:36:40.385 > 44,2.3223310,0.6380100,0.00,23.5235081,0.0000320796
18:36:40.389 > 45,2.3230813,0.6382242,0.00,23.5321312,0.0000322939
18:36:40.391 > 46,2.3235757,0.6383384,0.00,23.5378418,0.0000324080
18:36:40.394 > 47,2.3242066,0.6385751,0.00,23.5450344,0.0000326447
18:36:40.396 > 48,2.3248820,0.6387374,0.00,23.5528297,0.0000328070
18:36:40.399 > 49,2.3254364,0.6390278,0.00,23.5590611,0.0000330974
18:36:40.401 > 50,2.3260331,0.6391092,0.00,23.5660133,0.0000331788
18:36:40.404 > 51,2.3265018,0.6393740,0.00,23.5712624,0.0000334436
18:36:40.407 > 52,2.3271594,0.6395910,0.00,23.5787888,0.0000336606
18:36:40.409 > 53,2.3279102,0.6397991,0.00,23.5874233,0.0000338687
18:36:40.412 > 54,2.3285754,0.6401888,0.00,23.5948601,0.0000342584
18:36:40.414 > 55,2.3290641,0.6402481,0.00,23.6005611,0.0000343177
18:36:40.417 > 56,2.3296983,0.6406106,0.00,23.6076584,0.0000346802
18:36:40.420 > 57,2.3302333,0.6407182,0.00,23.6138554,0.0000347878
18:36:40.423 > 58,2.3309155,0.6410269,0.00,23.6215744,0.0000350965
18:36:40.426 > 59,2.3315165,0.6410424,0.00,23.6286469,0.0000351120
18:36:40.428 > 60,2.3321979,0.6414338,0.00,23.6362705,0.0000355034
18:36:40.431 > 61,2.3328261,0.6416032,0.00,23.6435013,0.0000356728
18:36:40.433 > 62,2.3333559,0.6419900,0.00,23.6493435,0.0000360596
18:36:40.436 > 63,2.3340712,0.6421486,0.00,23.6576118,0.0000362182
