21:33:05.001 > DEBUG (start_flash) -> Memoria flash iniciada correctamente.
21:33:05.001 > DEBUG (start_flash) -> Memoria flash_QSPI inicializada correctamente.
21:33:20.876 > DEBUG (obtain_Vbd) -> Ejecutandose
21:33:20.876 > DEBUG (obtain_Vbd) -> logaritmo calculado
21:33:20.876 > DEBUG (obtain_Vbd) -> Vbd obtenido: 2.457239
21:33:20.876 > DEBUG (polarization_settling) → Channel 1
21:33:39.357 > DEBUG (obtain_Vbd) -> Ejecutandose
21:33:39.361 > DEBUG (obtain_Vbd) -> logaritmo calculado
21:33:39.361 > DEBUG (obtain_Vbd) -> Vbd obtenido: 2.456841
21:33:39.363 > DEBUG (polarization_settling) → Channel 2
21:34:11.896 > -------------------- DATOS OBTENIDOS --------------------
21:34:11.896 > ------------------ -------------------
21:34:11.897 > i, Voltage, VCorriente, T, (V*12)-3.8-Ra*(VCorr-firstCurr1)/Rb, (VCorr-firstCurr1)/Rb
21:34:11.897 > 1,2.3209784,0.6326030,0.00,23.5137978,0.0000261361
21:34:11.899 > 2,2.3221822,0.6327705,0.00,23.5278187,0.0000263036
21:34:11.901 > 3,2.3230410,0.6328650,0.00,23.5378475,0.0000263981
21:34:11.904 > 4,2.3236828,0.6329618,0.00,23.5453148,0.0000264949
21:34:11.906 > 5,2.3243227,0.6331751,0.00,23.5526371,0.0000267082
21:34:11.908 > 6,2.3248887,0.6333004,0.00,23.5591793,0.0000268335
21:34:11.912 > 7,2.3256607,0.6334529,0.00,23.5681229,0.0000269860
21:34:11.914 > 8,2.3262866,0.6336082,0.00,23.5753422,0.0000271413
21:34:11.917 > 9,2.3269064,0.6337242,0.00,23.5825291,0.0000272573
21:34:11.919 > 10,2.3274603,0.6337705,0.00,23.5890121,0.0000273036
21:34:11.923 > 11,2.3280921,0.6341049,0.00,23.5961113,0.0000276380
21:34:11.925 > 12,2.3287442,0.6339992,0.00,23.6039124,0.0000275323
21:34:11.928 > 13,2.3294322,0.6342723,0.00,23.6117401,0.0000278054
21:34:11.930 > 14,2.3299994,0.6345207,0.00,23.6181679,0.0000280538
21:34:11.933 > 15,2.3306122,0.6344665,0.00,23.6254501,0.0000279996
21:34:11.935 > 16,2.3313332,0.6345806,0.00,23.6338329,0.0000281137
21:34:11.938 > 17,2.3318970,0.6349384,0.00,23.6401062,0.0000284715
21:34:11.941 > 18,2.3325281,0.6349759,0.00,23.6475105,0.0000285090
21:34:11.944 > 19,2.3331769,0.6352074,0.00,23.6549168,0.0000287405
21:34:11.946 > 20,2.3336489,0.6351704,0.00,23.6605244,0.0000287035
21:34:11.948 > 21,2.3343401,0.6354590,0.00,23.6683712,0.0000289921
21:34:11.950 > 22,2.3349879,0.6355446,0.00,23.6759205,0.0000290777
21:34:11.953 > 23,2.3355591,0.6358547,0.00,23.6823311,0.0000293878
21:34:11.956 > 24,2.3361773,0.6359277,0.00,23.6895447,0.0000294608
21:34:11.956 > 25,2.3367527,0.6360741,0.00,23.6961746,0.0000296072
21:34:11.962 > 26,2.3373373,0.6361868,0.00,23.7029514,0.0000297199
21:34:11.963 > 27,2.3380520,0.6363032,0.00,23.7112579,0.0000298364
21:34:11.966 > 28,2.3387458,0.6365568,0.00,23.7191734,0.0000300899
21:34:11.968 > 29,2.3392696,0.6367471,0.00,23.7251511,0.0000302802
21:34:11.971 > 30,2.3399005,0.6368936,0.00,23.7324371,0.0000304267
21:34:11.975 > 31,2.3405619,0.6371274,0.00,23.7399902,0.0000306605
21:34:11.976 > 32,2.3410592,0.6373066,0.00,23.7456684,0.0000308397
21:34:11.979 > 33,2.3417499,0.6373791,0.00,23.7537365,0.0000309122
21:34:11.982 > 34,2.3424001,0.6376611,0.00,23.7611084,0.0000311942
21:34:11.984 > 35,2.3429723,0.6378084,0.00,23.7677002,0.0000313416
21:34:11.988 > 36,2.3434885,0.6379754,0.00,23.7736111,0.0000315085
21:34:11.991 > 37,2.3442202,0.6381621,0.00,23.7820454,0.0000316952
21:34:11.993 > 38,2.3447561,0.6384193,0.00,23.7880955,0.0000319524
