21:45:34.523 > DEBUG (start_flash) -> Memoria flash iniciada correctamente.
21:45:34.523 > DEBUG (start_flash) -> Memoria flash_QSPI inicializada correctamente.
21:45:50.399 > DEBUG (obtain_Vbd) -> Ejecutandose
21:45:50.403 > DEBUG (obtain_Vbd) -> logaritmo calculado
21:45:50.403 > DEBUG (obtain_Vbd) -> Vbd obtenido: 2.456373
21:45:50.403 > DEBUG (polarization_settling) → Channel 1
21:46:08.878 > DEBUG (obtain_Vbd) -> Ejecutandose
21:46:08.881 > DEBUG (obtain_Vbd) -> logaritmo calculado
21:46:08.881 > DEBUG (obtain_Vbd) -> Vbd obtenido: 2.453052
21:46:08.884 > DEBUG (polarization_settling) → Channel 2
21:46:42.033 > -------------------- DATOS OBTENIDOS --------------------
21:46:42.033 > ------------------ -------------------
21:46:42.033 > i, Voltage, VCorriente, T, (V*12)-3.8-Ra*(VCorr-firstCurr1)/Rb, (VCorr-firstCurr1)/Rb
21:46:42.033 > 1,2.3214560,0.6331068,0.00,23.5190773,0.0000264720
21:46:42.036 > 2,2.3225687,0.6331587,0.00,23.5321465,0.0000265239
21:46:42.038 > 3,2.3234177,0.6333757,0.00,23.5419292,0.0000267409
21:46:42.041 > 4,2.3239868,0.6335450,0.00,23.5484638,0.0000269102
21:46:42.044 > 5,2.3246922,0.6335707,0.00,23.5567551,0.0000269359
21:46:42.046 > 6,2.3254509,0.6336433,0.00,23.5656261,0.0000270085
21:46:42.049 > 7,2.3260915,0.6339720,0.00,23.5728359,0.0000273373
21:46:42.051 > 8,2.3266804,0.6340834,0.00,23.5796623,0.0000274486
21:46:42.054 > 9,2.3272400,0.6341839,0.00,23.5861549,0.0000275491
21:46:42.057 > 10,2.3278666,0.6342930,0.00,23.5934296,0.0000276582
21:46:42.059 > 11,2.3284640,0.6343720,0.00,23.6003933,0.0000277372
21:46:42.061 > 12,2.3290908,0.6346283,0.00,23.6075172,0.0000279935
21:46:42.064 > 13,2.3297732,0.6347508,0.00,23.6154346,0.0000281160
21:46:42.067 > 14,2.3303914,0.6348968,0.00,23.6225719,0.0000282620
21:46:42.069 > 15,2.3309627,0.6350151,0.00,23.6291847,0.0000283803
21:46:42.072 > 16,2.3315165,0.6351414,0.00,23.6355820,0.0000285066
21:46:42.075 > 17,2.3322446,0.6353309,0.00,23.6439705,0.0000286961
21:46:42.077 > 18,2.3327811,0.6354076,0.00,23.6502171,0.0000287728
21:46:42.077 > 19,2.3334780,0.6356213,0.00,23.6582108,0.0000289865
21:46:42.083 > 20,2.3341432,0.6359670,0.00,23.6656914,0.0000293322
21:46:42.085 > 21,2.3347106,0.6358636,0.00,23.6724911,0.0000292288
21:46:42.089 > 22,2.3353379,0.6360661,0.00,23.6796761,0.0000294313
21:46:42.091 > 23,2.3359780,0.6363136,0.00,23.6869659,0.0000296788
21:46:42.093 > 24,2.3365722,0.6363252,0.00,23.6939583,0.0000296904
21:46:42.095 > 25,2.3370755,0.6365554,0.00,23.6996536,0.0000299206
21:46:42.098 > 26,2.3378210,0.6367546,0.00,23.7082367,0.0000301198
21:46:42.101 > 27,2.3383677,0.6368547,0.00,23.7145786,0.0000302199
21:46:42.104 > 28,2.3389556,0.6370460,0.00,23.7213116,0.0000304112
21:46:42.107 > 29,2.3395998,0.6371719,0.00,23.7287750,0.0000305371
21:46:42.110 > 30,2.3401849,0.6373964,0.00,23.7354393,0.0000307616
21:46:42.112 > 31,2.3408501,0.6375264,0.00,23.7431469,0.0000308916
21:46:42.113 > 32,2.3414741,0.6378038,0.00,23.7502136,0.0000311690
21:46:42.117 > 33,2.3421156,0.6379052,0.00,23.7576733,0.0000312704
21:46:42.120 > 34,2.3426251,0.6380942,0.00,23.7634830,0.0000314595
21:46:42.120 > 35,2.3433263,0.6383201,0.00,23.7715149,0.0000316854
21:46:42.125 > 36,2.3439736,0.6385269,0.00,23.7789307,0.0000318921
21:46:42.128 > 37,2.3444803,0.6387191,0.00,23.7847042,0.0000320843
21:46:42.131 > 38,2.3451700,0.6388258,0.00,23.7927265,0.0000321910
21:46:42.133 > 39,2.3456817,0.6389413,0.00,23.7986374,0.0000323065
21:46:42.136 > 40,2.3463283,0.6392276,0.00,23.8059635,0.0000325928
