16:42:43.296 > DEBUG (start_flash) -> Memoria flash iniciada correctamente.
16:42:43.296 > DEBUG (start_flash) -> Memoria flash_QSPI inicializada correctamente.
16:42:59.195 > DEBUG (obtain_Vbd) -> Ejecutandose
16:42:59.200 > DEBUG (obtain_Vbd) -> logaritmo calculado
16:42:59.200 > DEBUG (obtain_Vbd) -> Vbd obtenido: 2.428992
16:42:59.200 > DEBUG (polarization_settling) → Channel 1
16:43:17.994 > DEBUG (obtain_Vbd) -> Ejecutandose
16:43:17.994 > DEBUG (obtain_Vbd) -> logaritmo calculado
16:43:17.994 > DEBUG (obtain_Vbd) -> Vbd obtenido: 2.438892
16:43:17.994 > DEBUG (polarization_settling) → Channel 2
16:43:51.122 > -------------------- DATOS OBTENIDOS --------------------
16:43:51.122 > ------------------ -------------------
16:43:51.123 > i, Voltage, VCorriente, T, (V*12)-3.8-Ra*(VCorr-firstCurr1)/Rb, (VCorr-firstCurr1)/Rb
16:43:51.123 > 1,2.2502835,0.6234751,0.00,22.6891880,0.0000174938
16:43:51.125 > 2,2.2511542,0.6235542,0.00,22.6993713,0.0000175729
16:43:51.128 > 3,2.2517576,0.6236585,0.00,22.7063789,0.0000176771
16:43:51.130 > 4,2.2525017,0.6237118,0.00,22.7150974,0.0000177305
16:43:51.133 > 5,2.2532768,0.6236992,0.00,22.7242508,0.0000177178
16:43:51.135 > 6,2.2538078,0.6238840,0.00,22.7303200,0.0000179026
16:43:51.137 > 7,2.2544434,0.6239490,0.00,22.7377472,0.0000179676
16:43:51.140 > 8,2.2551899,0.6240650,0.00,22.7464275,0.0000180836
16:43:51.143 > 9,2.2558718,0.6239827,0.00,22.7545547,0.0000180013
16:43:51.145 > 10,2.2564833,0.6240631,0.00,22.7616825,0.0000180817
16:43:51.146 > 11,2.2570460,0.6241899,0.00,22.7681847,0.0000182085
16:43:51.151 > 12,2.2575898,0.6241103,0.00,22.7746811,0.0000181290
16:43:51.153 > 13,2.2584093,0.6241814,0.00,22.7842712,0.0000182001
16:43:51.153 > 14,2.2589135,0.6242787,0.00,22.7901134,0.0000182974
16:43:51.159 > 15,2.2594130,0.6243517,0.00,22.7959290,0.0000183703
16:43:51.161 > 16,2.2602031,0.6245056,0.00,22.8050842,0.0000185242
16:43:51.164 > 17,2.2607620,0.6244345,0.00,22.8117504,0.0000184531
16:43:51.166 > 18,2.2612720,0.6245772,0.00,22.8176136,0.0000185958
16:43:51.169 > 19,2.2620099,0.6247165,0.00,22.8261700,0.0000187352
16:43:51.171 > 20,2.2626741,0.6246861,0.00,22.8340340,0.0000187048
16:43:51.176 > 21,2.2632341,0.6247329,0.00,22.8405895,0.0000187516
16:43:51.178 > 22,2.2638698,0.6249298,0.00,22.8478794,0.0000189484
16:43:51.181 > 23,2.2643659,0.6249710,0.00,22.8536854,0.0000189896
16:43:51.183 > 24,2.2651682,0.6250482,0.00,22.8630676,0.0000190668
16:43:51.184 > 25,2.2656710,0.6250776,0.00,22.8689651,0.0000190963
16:43:51.184 > 26,2.2662828,0.6251042,0.00,22.8761520,0.0000191229
16:43:51.191 > 27,2.2669380,0.6252109,0.00,22.8837662,0.0000192296
16:43:51.194 > 28,2.2677028,0.6252726,0.00,22.8927212,0.0000192913
16:43:51.196 > 29,2.2682276,0.6252764,0.00,22.8989048,0.0000192950
16:43:51.199 > 30,2.2687013,0.6254462,0.00,22.9043140,0.0000194649
16:43:51.200 > 31,2.2692235,0.6255215,0.00,22.9103928,0.0000195401
16:43:51.200 > 32,2.2700760,0.6255500,0.00,22.9204159,0.0000195687
16:43:51.208 > 33,2.2706261,0.6254331,0.00,22.9270267,0.0000194517
16:43:51.211 > 34,2.2712455,0.6256857,0.00,22.9340649,0.0000197043
16:43:51.213 > 35,2.2718778,0.6257956,0.00,22.9414063,0.0000198143
16:43:51.216 > 36,2.2723894,0.6257942,0.00,22.9474411,0.0000198128
16:43:51.218 > 37,2.2731850,0.6258063,0.00,22.9568100,0.0000198250
