16:01:26.675 > DEBUG (start_flash) -> Memoria flash iniciada correctamente.
16:01:26.675 > DEBUG (start_flash) -> Memoria flash_QSPI inicializada correctamente.
16:01:42.560 > DEBUG (obtain_Vbd) -> Ejecutandose
16:01:42.564 > DEBUG (obtain_Vbd) -> logaritmo calculado
16:01:42.564 > DEBUG (obtain_Vbd) -> Vbd obtenido: 2.436446
16:01:42.564 > DEBUG (polarization_settling) → Channel 1
16:02:01.051 > DEBUG (obtain_Vbd) -> Ejecutandose
16:02:01.054 > DEBUG (obtain_Vbd) -> logaritmo calculado
16:02:01.055 > DEBUG (obtain_Vbd) -> Vbd obtenido: 2.434182
16:02:01.057 > DEBUG (polarization_settling) → Channel 2
16:02:33.166 > -------------------- DATOS OBTENIDOS --------------------
16:02:33.167 > ------------------ -------------------
16:02:33.167 > i, Voltage, VCorriente, T, (V*12)-3.8-Ra*(VCorr-firstCurr1)/Rb, (VCorr-firstCurr1)/Rb
16:02:33.167 > 1,2.3049607,0.6315272,0.00,23.3255920,0.0000254832
16:02:33.170 > 2,2.3063874,0.6317728,0.00,23.3421593,0.0000257287
16:02:33.172 > 3,2.3071899,0.6317957,0.00,23.3515987,0.0000257516
16:02:33.175 > 4,2.3078358,0.6321006,0.00,23.3588963,0.0000260566
16:02:33.177 > 5,2.3084688,0.6321877,0.00,23.3662682,0.0000261436
16:02:33.180 > 6,2.3092036,0.6323388,0.00,23.3747749,0.0000262947
16:02:33.182 > 7,2.3097985,0.6322981,0.00,23.3818321,0.0000262540
16:02:33.185 > 8,2.3104553,0.6325684,0.00,23.3892937,0.0000265244
16:02:33.187 > 9,2.3110983,0.6327546,0.00,23.3966827,0.0000267105
16:02:33.190 > 10,2.3116198,0.6328640,0.00,23.4027176,0.0000268199
16:02:33.193 > 11,2.3122013,0.6328916,0.00,23.4095440,0.0000268475
16:02:33.195 > 12,2.3129575,0.6331096,0.00,23.4182339,0.0000270655
16:02:33.198 > 13,2.3135824,0.6331825,0.00,23.4255276,0.0000271385
16:02:33.200 > 14,2.3141425,0.6333472,0.00,23.4319592,0.0000273031
16:02:33.203 > 15,2.3147247,0.6334524,0.00,23.4387150,0.0000274084
16:02:33.206 > 16,2.3153524,0.6336498,0.00,23.4459095,0.0000276058
16:02:33.209 > 17,2.3159413,0.6337083,0.00,23.4527931,0.0000276642
16:02:33.211 > 18,2.3166621,0.6338392,0.00,23.4611549,0.0000277952
16:02:33.213 > 19,2.3172939,0.6340436,0.00,23.4683914,0.0000279996
16:02:33.216 > 20,2.3178117,0.6341489,0.00,23.4743881,0.0000281048
16:02:33.219 > 21,2.3184698,0.6342883,0.00,23.4820023,0.0000282442
16:02:33.222 > 22,2.3190556,0.6345086,0.00,23.4886780,0.0000284645
16:02:33.224 > 23,2.3196056,0.6346690,0.00,23.4949970,0.0000286250
16:02:33.227 > 24,2.3202384,0.6347106,0.00,23.5024147,0.0000286666
16:02:33.229 > 25,2.3208866,0.6349950,0.00,23.5097599,0.0000289509
16:02:33.232 > 26,2.3214376,0.6350750,0.00,23.5161743,0.0000290309
16:02:33.235 > 27,2.3222034,0.6353079,0.00,23.5249596,0.0000292639
16:02:33.237 > 28,2.3227656,0.6354843,0.00,23.5314045,0.0000294402
16:02:33.240 > 29,2.3233030,0.6356251,0.00,23.5375957,0.0000295810
16:02:33.242 > 30,2.3239985,0.6356798,0.00,23.5457382,0.0000296357
16:02:33.245 > 31,2.3246403,0.6359497,0.00,23.5530243,0.0000299056
16:02:33.247 > 32,2.3251832,0.6361064,0.00,23.5592632,0.0000300623
16:02:33.250 > 33,2.3258638,0.6362472,0.00,23.5671406,0.0000302031
16:02:33.252 > 34,2.3263998,0.6364197,0.00,23.5732803,0.0000303757
16:02:33.255 > 35,2.3270378,0.6366887,0.00,23.5805206,0.0000306447
16:02:33.257 > 36,2.3277035,0.6367991,0.00,23.5882549,0.0000307550
16:02:33.260 > 37,2.3283308,0.6369684,0.00,23.5954742,0.0000309243
16:02:33.262 > 38,2.3288639,0.6372238,0.00,23.6014938,0.0000311797
16:02:33.265 > 39,2.3294795,0.6373562,0.00,23.6086159,0.0000313121
16:02:33.268 > 40,2.3301229,0.6375633,0.00,23.6159859,0.0000315193
16:02:33.270 > 41,2.3309612,0.6376677,0.00,23.6257610,0.0000316236
16:02:33.273 > 42,2.3314261,0.6378492,0.00,23.6310539,0.0000318051
16:02:33.276 > 43,2.3320084,0.6381546,0.00,23.6375980,0.0000321105
16:02:33.278 > 44,2.3326108,0.6382416,0.00,23.6446114,0.0000321975
16:02:33.280 > 45,2.3332195,0.6385610,0.00,23.6514549,0.0000325170
16:02:33.283 > 46,2.3338528,0.6388286,0.00,23.6586418,0.0000327845
16:02:33.286 > 47,2.3344281,0.6388964,0.00,23.6653557,0.0000328524
16:02:33.288 > 48,2.3349369,0.6391569,0.00,23.6710815,0.0000331129
16:02:33.291 > 49,2.3356545,0.6392654,0.00,23.6794319,0.0000332214
16:02:33.294 > 50,2.3363214,0.6394722,0.00,23.6870785,0.0000334281
16:02:33.296 > 51,2.3369210,0.6397238,0.00,23.6938839,0.0000336798
16:02:33.298 > 52,2.3374286,0.6399483,0.00,23.6996346,0.0000339043
16:02:33.301 > 53,2.3381069,0.6403043,0.00,23.7072601,0.0000342602
16:02:33.304 > 54,2.3388062,0.6405045,0.00,23.7152958,0.0000344604
16:02:33.306 > 55,2.3393431,0.6406364,0.00,23.7214890,0.0000345923
16:02:33.309 > 56,2.3399351,0.6409236,0.00,23.7281685,0.0000348795
16:02:33.311 > 57,2.3405638,0.6411139,0.00,23.7353840,0.0000350699
16:02:33.314 > 58,2.3411260,0.6413548,0.00,23.7417603,0.0000353107
16:02:33.317 > 59,2.3417478,0.6416125,0.00,23.7488213,0.0000355685
16:02:33.319 > 60,2.3424225,0.6418024,0.00,23.7565804,0.0000357584
16:02:33.322 > 61,2.3430667,0.6420686,0.00,23.7638969,0.0000360245
16:02:33.324 > 62,2.3436313,0.6422721,0.00,23.7703400,0.0000362280
16:02:33.327 > 63,2.3442018,0.6425503,0.00,23.7767773,0.0000365063
16:02:33.329 > 64,2.3449087,0.6428025,0.00,23.7848473,0.0000367584
16:02:33.332 > 65,2.3454263,0.6431804,0.00,23.7905560,0.0000371363
16:02:33.334 > 66,2.3462117,0.6434320,0.00,23.7995529,0.0000373880
16:02:33.337 > 67,2.3467126,0.6436294,0.00,23.8052521,0.0000375854
16:02:33.339 > 68,2.3472309,0.6439072,0.00,23.8110733,0.0000378632
16:02:33.342 > 69,2.3478997,0.6442309,0.00,23.8186207,0.0000381868
16:02:33.344 > 70,2.3485346,0.6445050,0.00,23.8258190,0.0000384610
16:02:33.347 > 71,2.3491936,0.6447431,0.00,23.8333416,0.0000386990
16:02:33.349 > 72,2.3496876,0.6451280,0.00,23.8387623,0.0000390840
16:02:33.352 > 73,2.3503413,0.6453665,0.00,23.8462219,0.0000393225
16:02:33.355 > 74,2.3510299,0.6456435,0.00,23.8540497,0.0000395994
16:02:33.357 > 75,2.3515697,0.6458834,0.00,23.8601646,0.0000398394
16:02:33.360 > 76,2.3522024,0.6461440,0.00,23.8673534,0.0000400999
16:02:33.362 > 77,2.3527868,0.6466655,0.00,23.8736973,0.0000406214
16:02:33.365 > 78,2.3533030,0.6469003,0.00,23.8795376,0.0000408562
16:02:33.368 > 79,2.3540504,0.6472263,0.00,23.8880100,0.0000411822
16:02:33.370 > 80,2.3545828,0.6475420,0.00,23.8939552,0.0000414979
16:02:33.372 > 81,2.3552792,0.6479185,0.00,23.9017735,0.0000418745
16:02:33.375 > 82,2.3558729,0.6481084,0.00,23.9085732,0.0000420644
16:02:33.377 > 83,2.3564785,0.6484036,0.00,23.9154072,0.0000423595
16:02:33.380 > 84,2.3570113,0.6489597,0.00,23.9211063,0.0000429156
16:02:33.382 > 85,2.3577170,0.6491954,0.00,23.9291821,0.0000431514
16:02:33.385 > 86,2.3583238,0.6496253,0.00,23.9358845,0.0000435812
16:02:33.388 > 87,2.3589537,0.6499466,0.00,23.9429779,0.0000439026
16:02:33.390 > 88,2.3595407,0.6504943,0.00,23.9493237,0.0000444503
16:02:33.393 > 89,2.3601422,0.6507670,0.00,23.9561310,0.0000447230
16:02:33.395 > 90,2.3608453,0.6511964,0.00,23.9639721,0.0000451524
16:02:33.398 > 91,2.3613603,0.6515346,0.00,23.9696884,0.0000454906
16:02:33.401 > 92,2.3620255,0.6520314,0.00,23.9770126,0.0000459873
16:02:33.403 > 93,2.3625782,0.6524588,0.00,23.9830818,0.0000464148
16:02:33.406 > 94,2.3632030,0.6528550,0.00,23.9900322,0.0000468110
16:02:33.408 > 95,2.3638628,0.6532409,0.00,23.9974079,0.0000471969
16:02:33.412 > 96,2.3645175,0.6537344,0.00,24.0046101,0.0000476903
16:02:33.414 > 97,2.3651130,0.6541862,0.00,24.0111599,0.0000481421
