18:41:13.545 > DEBUG (start_flash) -> Memoria flash iniciada correctamente.
18:41:13.545 > DEBUG (start_flash) -> Memoria flash_QSPI inicializada correctamente.
18:41:29.426 > DEBUG (obtain_Vbd) -> Ejecutandose
18:41:29.429 > DEBUG (obtain_Vbd) -> logaritmo calculado
18:41:29.430 > DEBUG (obtain_Vbd) -> Vbd obtenido: 2.426803
18:41:29.430 > DEBUG (polarization_settling) → Channel 1
18:41:47.924 > DEBUG (obtain_Vbd) -> Ejecutandose
18:41:47.926 > DEBUG (obtain_Vbd) -> logaritmo calculado
18:41:47.927 > DEBUG (obtain_Vbd) -> Vbd obtenido: 2.435214
18:41:47.930 > DEBUG (polarization_settling) → Channel 2
18:42:20.070 > -------------------- DATOS OBTENIDOS --------------------
18:42:20.071 > ------------------ -------------------
18:42:20.071 > i, Voltage, VCorriente, T, (V*12)-3.8-Ra*(VCorr-firstCurr1)/Rb, (VCorr-firstCurr1)/Rb
18:42:20.071 > 1,2.2973235,0.6301488,0.00,23.2368565,0.0000242180
18:42:20.073 > 2,2.2985003,0.6304720,0.00,23.2503948,0.0000245411
18:42:20.076 > 3,2.2993937,0.6305679,0.00,23.2608299,0.0000246370
18:42:20.078 > 4,2.3001149,0.6308415,0.00,23.2690487,0.0000249106
18:42:20.080 > 5,2.3007245,0.6307161,0.00,23.2763691,0.0000247853
18:42:20.083 > 6,2.3013160,0.6309968,0.00,23.2830486,0.0000250660
18:42:20.086 > 7,2.3020163,0.6311825,0.00,23.2911129,0.0000252516
18:42:20.088 > 8,2.3027399,0.6312695,0.00,23.2995529,0.0000253386
18:42:20.091 > 9,2.3032801,0.6312447,0.00,23.3059521,0.0000253139
18:42:20.093 > 10,2.3038018,0.6315759,0.00,23.3117542,0.0000256450
18:42:20.096 > 11,2.3044798,0.6316250,0.00,23.3196983,0.0000256941
18:42:20.099 > 12,2.3052132,0.6317096,0.00,23.3282604,0.0000257788
18:42:20.101 > 13,2.3058624,0.6317330,0.00,23.3358917,0.0000258021
18:42:20.104 > 14,2.3062980,0.6319935,0.00,23.3407536,0.0000260627
18:42:20.107 > 15,2.3070300,0.6321189,0.00,23.3492527,0.0000261880
18:42:20.109 > 16,2.3076398,0.6323200,0.00,23.3562355,0.0000263892
18:42:20.112 > 17,2.3083878,0.6322447,0.00,23.3651333,0.0000263138
18:42:20.115 > 18,2.3089449,0.6326147,0.00,23.3713150,0.0000266839
18:42:20.117 > 19,2.3094401,0.6326503,0.00,23.3771191,0.0000267194
18:42:20.120 > 20,2.3101325,0.6326816,0.00,23.3852520,0.0000267507
18:42:20.122 > 21,2.3108182,0.6326760,0.00,23.3933430,0.0000267451
18:42:20.125 > 22,2.3113017,0.6331072,0.00,23.3985901,0.0000271764
18:42:20.127 > 23,2.3119051,0.6332583,0.00,23.4055481,0.0000273274
18:42:20.130 > 24,2.3126278,0.6334276,0.00,23.4138927,0.0000274968
18:42:20.132 > 25,2.3132274,0.6333261,0.00,23.4210720,0.0000273952
18:42:20.135 > 26,2.3138449,0.6337284,0.00,23.4279308,0.0000277975
18:42:20.137 > 27,2.3143177,0.6339122,0.00,23.4333134,0.0000279813
18:42:20.140 > 28,2.3150301,0.6340479,0.00,23.4415722,0.0000281170
18:42:20.143 > 29,2.3155816,0.6340591,0.00,23.4480629,0.0000281282
18:42:20.145 > 30,2.3161569,0.6342247,0.00,23.4546738,0.0000282938
18:42:20.148 > 31,2.3168023,0.6344969,0.00,23.4619980,0.0000285660
18:42:20.150 > 32,2.3174353,0.6346325,0.00,23.4693222,0.0000287017
18:42:20.153 > 33,2.3181603,0.6345693,0.00,23.4779377,0.0000286385
18:42:20.155 > 34,2.3186657,0.6348987,0.00,23.4835529,0.0000289678
18:42:20.158 > 35,2.3192658,0.6351054,0.00,23.4904118,0.0000291745
18:42:20.161 > 36,2.3199141,0.6352476,0.00,23.4979076,0.0000293167
18:42:20.163 > 37,2.3206818,0.6351942,0.00,23.5070171,0.0000292634
18:42:20.166 > 38,2.3210480,0.6355357,0.00,23.5109768,0.0000296049
18:42:20.169 > 39,2.3217249,0.6357944,0.00,23.5186882,0.0000298635
18:42:20.171 > 40,2.3223329,0.6360156,0.00,23.5256252,0.0000300847
18:42:20.174 > 41,2.3230345,0.6360226,0.00,23.5338917,0.0000300918
