10:52:46.469 > DEBUG (start_flash) -> Memoria flash iniciada correctamente.
10:52:46.469 > DEBUG (start_flash) -> Memoria flash_QSPI inicializada correctamente.
10:53:02.351 > DEBUG (obtain_Vbd) -> Ejecutandose
10:53:02.366 > DEBUG (obtain_Vbd) -> logaritmo calculado
10:53:02.366 > DEBUG (obtain_Vbd) -> Vbd obtenido: 2.446472
10:53:02.366 > DEBUG (polarization_settling) → Channel 1
10:53:21.117 > DEBUG (obtain_Vbd) -> Ejecutandose
10:53:21.117 > DEBUG (obtain_Vbd) -> logaritmo calculado
10:53:21.117 > DEBUG (obtain_Vbd) -> Vbd obtenido: 2.453514
10:53:21.133 > DEBUG (polarization_settling) → Channel 2
10:53:54.447 > -------------------- DATOS OBTENIDOS --------------------
10:53:54.447 > ------------------ -------------------
10:53:54.447 > i, Voltage, VCorriente, T, (V*12)-3.8-Ra*(VCorr-firstCurr1)/Rb, (VCorr-firstCurr1)/Rb
10:53:54.448 > 1,2.3158777,0.6313191,0.00,23.4553223,0.0000245421
10:53:54.450 > 2,2.3171322,0.6314575,0.00,23.4699688,0.0000246805
10:53:54.453 > 3,2.3178711,0.6314701,0.00,23.4786701,0.0000246931
10:53:54.456 > 4,2.3187215,0.6317672,0.00,23.4883881,0.0000249901
10:53:54.459 > 5,2.3193033,0.6318808,0.00,23.4951267,0.0000251038
10:53:54.461 > 6,2.3199408,0.6319131,0.00,23.5026131,0.0000251361
10:53:54.464 > 7,2.3205986,0.6321208,0.00,23.5101509,0.0000253438
10:53:54.466 > 8,2.3213496,0.6322321,0.00,23.5188923,0.0000254551
10:53:54.467 > 9,2.3218992,0.6323832,0.00,23.5252132,0.0000256062
10:53:54.471 > 10,2.3225925,0.6325399,0.00,23.5332241,0.0000257629
10:53:54.473 > 11,2.3230705,0.6326241,0.00,23.5387745,0.0000258471
10:53:54.477 > 12,2.3238113,0.6327929,0.00,23.5473328,0.0000260159
10:53:54.479 > 13,2.3244162,0.6328982,0.00,23.5543537,0.0000261211
10:53:54.481 > 14,2.3249822,0.6329917,0.00,23.5609322,0.0000262147
10:53:54.484 > 15,2.3256903,0.6330932,0.00,23.5691757,0.0000263162
10:53:54.485 > 16,2.3261888,0.6332139,0.00,23.5749264,0.0000264369
10:53:54.489 > 17,2.3268909,0.6334286,0.00,23.5829811,0.0000266516
10:53:54.491 > 18,2.3274107,0.6334828,0.00,23.5890541,0.0000267058
10:53:54.495 > 19,2.3281577,0.6336545,0.00,23.5976830,0.0000268775
10:53:54.498 > 20,2.3287563,0.6337714,0.00,23.6046219,0.0000269944
10:53:54.500 > 21,2.3293049,0.6339061,0.00,23.6109486,0.0000271291
10:53:54.503 > 22,2.3298466,0.6341143,0.00,23.6171188,0.0000273373
10:53:54.506 > 23,2.3306820,0.6341938,0.00,23.6268864,0.0000274168
10:53:54.508 > 24,2.3312511,0.6342990,0.00,23.6334877,0.0000275220
10:53:54.511 > 25,2.3316872,0.6345937,0.00,23.6383209,0.0000278167
10:53:54.514 > 26,2.3325136,0.6347625,0.00,23.6478882,0.0000279855
10:53:54.516 > 27,2.3330688,0.6348098,0.00,23.6543865,0.0000280328
10:53:54.519 > 28,2.3337877,0.6351007,0.00,23.6625576,0.0000283237
10:53:54.522 > 29,2.3342633,0.6352032,0.00,23.6680584,0.0000284262
10:53:54.525 > 30,2.3349211,0.6352798,0.00,23.6757355,0.0000285028
10:53:54.527 > 31,2.3355207,0.6354352,0.00,23.6826458,0.0000286582
10:53:54.530 > 32,2.3360777,0.6356765,0.00,23.6889591,0.0000288995
10:53:54.532 > 33,2.3368225,0.6358238,0.00,23.6975880,0.0000290468
10:53:54.535 > 34,2.3372929,0.6359520,0.00,23.7030010,0.0000291750
10:53:54.538 > 35,2.3379488,0.6361793,0.00,23.7104969,0.0000294023
10:53:54.540 > 36,2.3386006,0.6362196,0.00,23.7181416,0.0000294425
10:53:54.543 > 37,2.3392112,0.6363996,0.00,23.7251530,0.0000296226
10:53:54.546 > 38,2.3399296,0.6367210,0.00,23.7332878,0.0000299439
10:53:54.549 > 39,2.3403692,0.6368131,0.00,23.7383747,0.0000300361
10:53:54.551 > 40,2.3409975,0.6370222,0.00,23.7455635,0.0000302452
10:53:54.551 > 41,2.3417163,0.6371588,0.00,23.7538967,0.0000303817
