18:58:07.367 > DEBUG (start_flash) -> Memoria flash iniciada correctamente.
18:58:07.368 > DEBUG (start_flash) -> Memoria flash_QSPI inicializada correctamente.
18:58:23.257 > DEBUG (obtain_Vbd) -> Ejecutandose
18:58:23.260 > DEBUG (obtain_Vbd) -> logaritmo calculado
18:58:23.261 > DEBUG (obtain_Vbd) -> Vbd obtenido: 2.443226
18:58:23.261 > DEBUG (polarization_settling) → Channel 1
18:58:41.771 > DEBUG (obtain_Vbd) -> Ejecutandose
18:58:41.775 > DEBUG (obtain_Vbd) -> logaritmo calculado
18:58:41.775 > DEBUG (obtain_Vbd) -> Vbd obtenido: 2.448661
18:58:41.777 > DEBUG (polarization_settling) → Channel 2
18:59:14.193 > -------------------- DATOS OBTENIDOS --------------------
18:59:14.193 > ------------------ -------------------
18:59:14.193 > i, Voltage, VCorriente, T, (V*12)-3.8-Ra*(VCorr-firstCurr1)/Rb, (VCorr-firstCurr1)/Rb
18:59:14.193 > 1,2.3027539,0.6318453,0.00,23.2993717,0.0000256698
18:59:14.196 > 2,2.3039701,0.6321082,0.00,23.3134384,0.0000259327
18:59:14.198 > 3,2.3049107,0.6321619,0.00,23.3244724,0.0000259864
18:59:14.201 > 4,2.3054645,0.6323916,0.00,23.3307629,0.0000262161
18:59:14.203 > 5,2.3061886,0.6324112,0.00,23.3392811,0.0000262358
18:59:14.206 > 6,2.3067546,0.6326573,0.00,23.3456993,0.0000264818
18:59:14.208 > 7,2.3074276,0.6326966,0.00,23.3535938,0.0000265211
18:59:14.211 > 8,2.3081174,0.6326460,0.00,23.3617821,0.0000264705
18:59:14.213 > 9,2.3086998,0.6329435,0.00,23.3683376,0.0000267680
18:59:14.216 > 10,2.3093317,0.6330946,0.00,23.3756294,0.0000269191
18:59:14.219 > 11,2.3100271,0.6332363,0.00,23.3836823,0.0000270609
18:59:14.222 > 12,2.3104837,0.6332691,0.00,23.3890324,0.0000270936
18:59:14.224 > 13,2.3111718,0.6334674,0.00,23.3969383,0.0000272919
18:59:14.226 > 14,2.3118486,0.6335998,0.00,23.4047813,0.0000274243
18:59:14.229 > 15,2.3124142,0.6337700,0.00,23.4112720,0.0000275945
18:59:14.231 > 16,2.3129730,0.6339590,0.00,23.4176636,0.0000277835
18:59:14.234 > 17,2.3136761,0.6340806,0.00,23.4258270,0.0000279051
18:59:14.236 > 18,2.3142943,0.6342354,0.00,23.4329548,0.0000280599
18:59:14.239 > 19,2.3148520,0.6343093,0.00,23.4394531,0.0000281338
18:59:14.241 > 20,2.3156424,0.6344870,0.00,23.4485874,0.0000283116
18:59:14.244 > 21,2.3161836,0.6346007,0.00,23.4548512,0.0000284252
18:59:14.246 > 22,2.3167822,0.6348627,0.00,23.4616356,0.0000286872
18:59:14.249 > 23,2.3173866,0.6349787,0.00,23.4686413,0.0000288032
18:59:14.252 > 24,2.3179688,0.6351896,0.00,23.4752865,0.0000290141
18:59:14.254 > 25,2.3186526,0.6351662,0.00,23.4833755,0.0000289907
18:59:14.257 > 26,2.3192744,0.6354848,0.00,23.4903717,0.0000293093
18:59:14.259 > 27,2.3198974,0.6355727,0.00,23.4976273,0.0000293972
18:59:14.262 > 28,2.3204975,0.6355839,0.00,23.5046921,0.0000294084
18:59:14.264 > 29,2.3210297,0.6358402,0.00,23.5106964,0.0000296648
18:59:14.267 > 30,2.3217332,0.6361138,0.00,23.5187073,0.0000299383
18:59:14.270 > 31,2.3222544,0.6361966,0.00,23.5247669,0.0000300211
18:59:14.273 > 32,2.3228736,0.6363248,0.00,23.5319347,0.0000301493
18:59:14.275 > 33,2.3235855,0.6366059,0.00,23.5400352,0.0000304304
18:59:14.278 > 34,2.3240738,0.6367906,0.00,23.5455990,0.0000306152
18:59:14.280 > 35,2.3247507,0.6368908,0.00,23.5534763,0.0000307153
18:59:14.283 > 36,2.3253760,0.6371915,0.00,23.5605354,0.0000310160
18:59:14.286 > 37,2.3259246,0.6371008,0.00,23.5671005,0.0000309253
18:59:14.289 > 38,2.3265626,0.6374628,0.00,23.5742435,0.0000312873
18:59:14.291 > 39,2.3272526,0.6376246,0.00,23.5822105,0.0000314491
18:59:14.294 > 40,2.3278909,0.6378865,0.00,23.5894623,0.0000317110
18:59:14.296 > 41,2.3283694,0.6380082,0.00,23.5949764,0.0000318327
18:59:14.299 > 42,2.3291061,0.6383538,0.00,23.6033020,0.0000321783
18:59:14.301 > 43,2.3296010,0.6383557,0.00,23.6091366,0.0000321802
18:59:14.304 > 44,2.3302834,0.6386756,0.00,23.6168480,0.0000325001
18:59:14.306 > 45,2.3308771,0.6387691,0.00,23.6237507,0.0000325937
18:59:14.309 > 46,2.3315487,0.6391377,0.00,23.6312828,0.0000329623
18:59:14.312 > 47,2.3321707,0.6392261,0.00,23.6385269,0.0000330507
18:59:14.314 > 48,2.3327668,0.6394436,0.00,23.6453266,0.0000332682
18:59:14.317 > 49,2.3334038,0.6397056,0.00,23.6525650,0.0000335301
18:59:14.320 > 50,2.3339744,0.6398707,0.00,23.6591206,0.0000336952
18:59:14.323 > 51,2.3345225,0.6401944,0.00,23.6652451,0.0000340189
18:59:14.325 > 52,2.3352051,0.6403553,0.00,23.6731243,0.0000341798
18:59:14.328 > 53,2.3359141,0.6404273,0.00,23.6814098,0.0000342518
18:59:14.330 > 54,2.3364818,0.6408576,0.00,23.6876526,0.0000346822
18:59:14.332 > 55,2.3369823,0.6409806,0.00,23.6934261,0.0000348051
18:59:14.335 > 56,2.3376541,0.6411986,0.00,23.7011204,0.0000350231
18:59:14.337 > 57,2.3383048,0.6414582,0.00,23.7085209,0.0000352827
18:59:14.339 > 58,2.3388679,0.6416317,0.00,23.7149773,0.0000354562
18:59:14.342 > 59,2.3393846,0.6419643,0.00,23.7207222,0.0000357888
18:59:14.345 > 60,2.3400409,0.6421925,0.00,23.7282238,0.0000360171
18:59:14.347 > 61,2.3406255,0.6424072,0.00,23.7348900,0.0000362318
18:59:14.350 > 62,2.3414390,0.6425929,0.00,23.7442894,0.0000364174
18:59:14.353 > 63,2.3418977,0.6429718,0.00,23.7493019,0.0000367963
18:59:14.355 > 64,2.3425970,0.6432360,0.00,23.7572708,0.0000370606
18:59:14.358 > 65,2.3431036,0.6434765,0.00,23.7629929,0.0000373010
18:59:14.360 > 66,2.3437562,0.6438011,0.00,23.7703476,0.0000376256
18:59:14.363 > 67,2.3443584,0.6440106,0.00,23.7772293,0.0000378351
18:59:14.365 > 68,2.3450587,0.6442253,0.00,23.7852612,0.0000380498
18:59:14.368 > 69,2.3456767,0.6445256,0.00,23.7922325,0.0000383501
18:59:14.371 > 70,2.3461566,0.6448731,0.00,23.7975292,0.0000386977
18:59:14.373 > 71,2.3468978,0.6451042,0.00,23.8060284,0.0000389287
18:59:14.376 > 72,2.3474278,0.6455013,0.00,23.8118610,0.0000393258
18:59:14.378 > 73,2.3480392,0.6458352,0.00,23.8187180,0.0000396597
